id,original_text,masked_text
train_000539,الله تعالى خلق الانسان وهو اعلم ما الذي يردعه عن قتل غيره نحن في دولة اسلامية يجب ان تطبق جميع تشريعات الدين الاسلامي ولا عم بستنو بالغرب يطبقوالقصاص بعدين,الله تعالى خلق الانسان وهو اعلم ما الذي يردعه عن قتل غيره نحن في دولة اسلامية يجب ان تطبق جميع تشريعات الدين الاسلامي ولا عم بستنو بالغرب يطبقوالقصاص بعدين
train_000540,لا يضر الشاة سلخها بعد,لا يضر الشاة سلخها بعد
train_000541,نتمنى لك التوفيق دكتور حسين ولزملاك وحفظ الله,نتمنى لك التوفيق دكتور [PERSON_1] ولزملاك وحفظ الله
train_000542,اتق الله في نفسك يارجل كل هذا عشان حاول يوصل لمكتب الأحصاء الغير معترف فيه من فيفا !,اتق الله في نفسك يارجل كل هذا عشان حاول يوصل لمكتب الأحصاء الغير معترف فيه من [ORG_1] !
train_000543,خلونا ساكتين لان الشق اكبر من,خلونا ساكتين لان الشق اكبر من
train_000544,( المدير . . اسرق يا عم . انا مالى,( المدير . . اسرق يا عم . انا مالى
train_000545,أسرائيل تعمل توقيت لكل شئ وتعد له كويس فهى تفتعل الفتن فى المنطقة من أجل أنشغال الجميع عنها وعن أفعالها القذرة فهى تلعب بالشعوب كما تلعب بكثير من القيادات العربية حقاً إنها ذكية ونحن غفلى وسكارى,[LOC_1] تعمل توقيت لكل شئ وتعد له كويس فهى تفتعل الفتن فى المنطقة من أجل أنشغال الجميع عنها وعن أفعالها القذرة فهى تلعب بالشعوب كما تلعب بكثير من القيادات العربية حقاً إنها ذكية ونحن غفلى وسكارى
train_000546,والا ابراهيم متخيل ان كل الناس زيه ! !,والا [PERSON_1] متخيل ان كل الناس زيه ! !
train_000547,خلاص بقت مبدأ كل اللى يغلط وميعملش شغله صح يدور على واسطة علشان يفلت من,خلاص بقت مبدأ كل اللى يغلط وميعملش شغله صح يدور على واسطة علشان يفلت من
train_000548,والله يا جماعة ما النا غير رب العالمين هو اللي شايف و,والله يا جماعة ما النا غير رب العالمين هو اللي شايف و
train_000549,الشيء الوحيد الصحيح بالخرافة هي انقلاب قطبي الارض و عندها تشرق الشمس من مغربها كما حدثنا الرسول علية الصلى و السلام قال تعالى : { وما ينطق عن الهوى . إن هو إلاَّ وحي يوحى,الشيء الوحيد الصحيح بالخرافة هي انقلاب قطبي الارض و عندها تشرق الشمس من مغربها كما حدثنا الرسول علية الصلى و السلام قال تعالى : { وما ينطق عن الهوى . إن هو إلاَّ وحي يوحى
train_000550,إستراحات غير مناسبة أبدا - ولم نر شيئا من التحسين,إستراحات غير مناسبة أبدا - ولم نر شيئا من التحسين
train_000551,ثانيا منبوذين ولا كاننا حرام اننا ندخل,ثانيا منبوذين ولا كاننا حرام اننا ندخل
train_000552,المؤتمر كان رائعا من جميع الجوانب آبتداءا من التنظيم وفصل النساء عن الرجال ، جزى الله خيرا من تبنى الفكره وجعله الله في ميزان حسناتهم ، الماده العلميه والمشاركين والمتحدثين من النخبه ، تطرق لمواضيع جديده وكان شاملا والى,المؤتمر كان رائعا من جميع الجوانب آبتداءا من التنظيم وفصل النساء عن الرجال ، جزى الله خيرا من تبنى الفكره وجعله الله في ميزان حسناتهم ، الماده العلميه والمشاركين والمتحدثين من النخبه ، تطرق لمواضيع جديده وكان شاملا والى
train_000553,حطيت الاجرب لي عميل مباري .,حطيت الاجرب لي عميل مباري .
train_000554,عرفت منين إن مفيش حشيش وقالل اليومين دول,عرفت منين إن مفيش حشيش وقالل اليومين دول
train_000555,مش جريدة الغد اللي بتجيبها على الاردن . . . خليكي في البيت مرتاحة ما في داعي للمشواير في,مش جريدة [ORG_1] اللي بتجيبها على [LOC_1] . . . خليكي في البيت مرتاحة ما في داعي للمشواير في
train_000556,ماشاء الله الرصيف ولا نقطة موية مع ان المطر,ماشاء الله الرصيف ولا نقطة موية مع ان المطر
train_000557,أعرفك و لا أعرف هل سافرت أم لا آخر أخبارك أنك كنت في أحد مدن مصر,أعرفك و لا أعرف هل سافرت أم لا آخر أخبارك أنك كنت في أحد مدن [LOC_1]
train_000558,أسال الله الكريم ان يعوده,أسال الله الكريم ان يعوده
train_000559,صدقوني لو وصلت لهم ما راح يقصرون ب,صدقوني لو وصلت لهم ما راح يقصرون ب
train_000560,بالعكس الرياض احسن وافخم واروع وكل شي اتحدا ايذا عنندهم مصنع اسمنت وسط البلد,بالعكس [LOC_1] احسن وافخم واروع وكل شي اتحدا ايذا عنندهم مصنع اسمنت وسط البلد
train_000561,لانه دايما مباريات المارد الاخضر التذاكر بتنباع بالسوق,لانه دايما مباريات المارد الاخضر التذاكر بتنباع بالسوق
train_000562,الظاهر الزلازل عتضرب كل العالم فى,الظاهر الزلازل عتضرب كل العالم فى
train_000563,روح جيبلك كيكه واحتفل مع الريان,روح جيبلك كيكه واحتفل مع [ORG_1]
train_000564,الى السادة الجهلاء المعلقين واللى مش فاهمين حاجة الشذوذ مرض يجب ان يتم معالجته والقضاء على اسبابه والمريض بالشذوذ انسان مثل اى مريض يجب معالجته نفسيا والاعتناء به حتى يتخلص من مرضه مش قتله اللى اصبح شء سهل,الى السادة الجهلاء المعلقين واللى مش فاهمين حاجة الشذوذ مرض يجب ان يتم معالجته والقضاء على اسبابه والمريض بالشذوذ انسان مثل اى مريض يجب معالجته نفسيا والاعتناء به حتى يتخلص من مرضه مش قتله اللى اصبح شء سهل
train_000565,والكاتب ماصدق يلقى خبر مثل هذا ! !,والكاتب ماصدق يلقى خبر مثل هذا ! !
train_000566,فما كان منهم الى ان استبدلوها بالعلمانيه اللي فيها حاجات صح مستمده من الاسلام زي ما قال رقم 1 و حاجات كتير,فما كان منهم الى ان استبدلوها بالعلمانيه اللي فيها حاجات صح مستمده من الاسلام زي ما قال رقم [NUM_1] و حاجات كتير
train_000567,بس المشكة في الكبار اللي ماحد يقدر يقولهم,بس المشكة في الكبار اللي ماحد يقدر يقولهم
train_000568,ونردد نحن في جلباب أمريكا محبوبون,ونردد نحن في جلباب [LOC_1] محبوبون
